Date,Close,High,Low,Open,Volume,ema20
2024-10-07 09:30:00-04:00,571.18,571.56,570.75,571.3,898846.0,
2024-10-07 09:35:00-04:00,571.3,571.65,571.01,571.18,692966.0,
2024-10-07 09:40:00-04:00,571.05,571.45,570.85,571.28,312531.0,
2024-10-07 09:45:00-04:00,571.1,571.56,570.68,571.05,376315.0,
2024-10-07 09:50:00-04:00,570.81,571.2,570.53,571.11,325452.0,
2024-10-07 09:55:00-04:00,570.72,571.26,570.62,570.81,608267.0,
2024-10-07 10:00:00-04:00,571.37,571.4,570.66,570.72,479809.0,
2024-10-07 10:05:00-04:00,571.24,571.7,570.96,571.36,360935.0,
2024-10-07 10:10:00-04:00,571.52,571.6,570.88,571.25,315648.0,
2024-10-07 10:15:00-04:00,571.79,571.96,571.25,571.53,297040.0,
2024-10-07 10:20:00-04:00,571.57,571.86,571.41,571.8,216685.0,
2024-10-07 10:25:00-04:00,571.5,571.6,571.25,571.56,191231.0,
2024-10-07 10:30:00-04:00,571.54,571.61,571.16,571.51,230205.0,
2024-10-07 10:35:00-04:00,571.3,571.62,571.23,571.53,219585.0,
2024-10-07 10:40:00-04:00,571.04,571.51,570.94,571.3,314020.0,
2024-10-07 10:45:00-04:00,571.15,571.29,570.9,571.03,187254.0,
2024-10-07 10:50:00-04:00,571.37,571.57,571.12,571.15,190144.0,
2024-10-07 10:55:00-04:00,571.29,571.55,571.28,571.39,383241.0,
2024-10-07 11:00:00-04:00,570.88,571.25,570.64,571.25,380817.0,
2024-10-07 11:05:00-04:00,571.1,571.18,570.62,570.92,256873.0,571.2287859171803
2024-10-07 11:10:00-04:00,571.52,571.57,571.01,571.12,190755.0,571.2565205917346
2024-10-07 11:15:00-04:00,571.65,571.72,571.33,571.49,200938.0,571.2939948210932
2024-10-07 11:20:00-04:00,571.67,571.76,571.48,571.65,213072.0,571.329804838132
2024-10-07 11:25:00-04:00,571.65,571.78,571.39,571.65,213240.0,571.3602996154527
2024-10-07 11:30:00-04:00,571.68,571.72,571.42,571.65,151498.0,571.3907472711239
2024-10-07 11:35:00-04:00,571.35,571.73,571.31,571.69,149125.0,571.3868665786359
2024-10-07 11:40:00-04:00,571.29,571.74,571.23,571.36,226990.0,571.3776411901944
2024-10-07 11:45:00-04:00,571.31,571.46,571.21,571.3,114853.0,571.3711991720807
2024-10-07 11:50:00-04:00,571.31,571.39,571.11,571.27,193606.0,571.3653706795016
2024-10-07 11:55:00-04:00,571.13,571.34,571.05,571.31,160825.0,571.342954424311
2024-10-07 12:00:00-04:00,570.92,571.16,570.82,571.13,267056.0,571.302673050567
2024-10-07 12:05:00-04:00,570.68,571.02,570.55,570.92,260875.0,571.2433708552749
2024-10-07 12:10:00-04:00,570.79,570.85,570.12,570.67,325157.0,571.200192678582
2024-10-07 12:15:00-04:00,571.01,571.15,570.75,570.79,259051.0,571.1820790901456
2024-10-07 12:20:00-04:00,571.11,571.18,570.88,571.0,197073.0,571.1752144148936
2024-10-07 12:25:00-04:00,570.96,571.11,570.94,571.11,82779.0,571.1547178039514
2024-10-07 12:30:00-04:00,570.69,571.01,570.52,570.97,137170.0,571.1104589654798
